date,close,volume,vix,rsi_14,beta,correlation_sp_vix
2024-02-27,5078.18017578125,3925950000,13.430000305175781,65.91450478974345,1.0,-0.7037453106790351
2024-02-28,5069.759765625,3789370000,13.84000015258789,64.44739889834193,1.0,-0.7040751192106136
2024-02-29,5096.27001953125,5219740000,13.399999618530273,66.94211353722186,1.0,-0.6925329344893912
2024-03-01,5137.080078125,4748110000,13.109999656677246,70.38696449714294,1.0,-0.6865656334179224
2024-03-04,5130.9501953125,4758440000,13.489999771118164,69.22016133460475,1.0,-0.6713685279676996
2024-03-05,5078.64990234375,4418410000,14.460000038146973,60.07053251154047,1.0,-0.6957170152209876
2024-03-06,5104.759765625,4559050000,14.5,62.71984813909926,1.0,-0.7020683809323968
2024-03-07,5157.35986328125,4137980000,14.4399995803833,67.41098452571454,1.0,-0.6998171407301655
2024-03-08,5123.68994140625,4208870000,14.739999771118164,62.03022042184671,1.0,-0.7080293317799293
2024-03-11,5117.93994140625,3896430000,15.220000267028809,61.13279584209986,1.0,-0.7158683812412094
2024-03-12,5175.27001953125,4080510000,13.84000015258789,66.3587555912744,1.0,-0.7510185225906745
2024-03-13,5165.31005859375,4282890000,13.75,64.73039420376224,1.0,-0.7536807516141132
2024-03-14,5150.47998046875,4687970000,14.399999618530273,62.27980620641288,1.0,-0.7345354141674039
2024-03-15,5117.08984375,7753670000,14.40999984741211,57.04347105069477,1.0,-0.715638328964007
2024-03-18,5149.419921875,4036220000,14.329999923706055,60.505935000441276,1.0,-0.7298666508144116
2024-03-19,5178.509765625,4031760000,13.819999694824219,63.367123180920295,1.0,-0.7465863433609662
2024-03-20,5224.6201171875,4064850000,13.039999961853027,67.3988346036565,1.0,-0.7643754584548749
2024-03-21,5241.52978515625,4207730000,12.920000076293945,68.7568196247392,1.0,-0.7655731276253798
2024-03-22,5234.18017578125,3374700000,13.0600004196167,67.44188127540436,1.0,-0.7663318204000011
2024-03-25,5218.18994140625,3331360000,13.1899995803833,64.54948592459232,1.0,-0.7732588860067574
2024-03-26,5203.580078125,3871790000,13.239999771118164,61.9358442514665,1.0,-0.7881149941167269
2024-03-27,5248.490234375,3850500000,12.779999732971191,66.43492673481282,1.0,-0.7516273639672097
2024-03-28,5254.35009765625,3998270000,13.010000228881836,66.983290988384,1.0,-0.7423637583976742
2024-04-01,5243.77001953125,3325930000,13.649999618530273,64.9209867988,1.0,-0.7368564605271678
2024-04-02,5205.81005859375,3886590000,14.609999656677246,58.01894427857776,1.0,-0.754136071378767
2024-04-03,5211.490234375,3703250000,14.329999923706055,58.72605784806862,1.0,-0.7426837786598834
2024-04-04,5147.2099609375,4075680000,16.350000381469727,48.72419086549144,1.0,-0.7743978014704584
2024-04-05,5204.33984375,3386780000,16.030000686645508,55.9112086593586,1.0,-0.7808919877422318
2024-04-08,5202.39013671875,3278180000,15.1899995803833,55.62466269501273,1.0,-0.7770719996683297
2024-04-09,5209.91015625,3400680000,14.979999542236328,56.54962334076322,1.0,-0.7863814015415089
2024-04-10,5160.64013671875,3845930000,15.800000190734863,49.299104756362,1.0,-0.7979413386097711
2024-04-11,5199.06005859375,3509380000,14.90999984741211,54.22746807081219,1.0,-0.8051688091888121
2024-04-12,5123.41015625,3963220000,17.309999465942383,44.96019691234926,1.0,-0.83318600513295
2024-04-15,5061.81982421875,3950210000,19.229999542236328,39.10133824529683,1.0,-0.8491391934860866
2024-04-16,5051.41015625,4006200000,18.399999618530273,38.19538716153098,1.0,-0.8274618456237423
2024-04-17,5022.2099609375,3596130000,18.209999084472656,35.696899621734076,1.0,-0.8003108824584998
2024-04-18,5011.1201171875,3619760000,18.0,34.76674602312703,1.0,-0.8004136030077483
2024-04-19,4967.22998046875,3878750000,18.709999084472656,31.291563453964343,1.0,-0.8228164799275568
2024-04-22,5010.60009765625,3820250000,16.940000534057617,37.89745341178505,1.0,-0.838866596239597
2024-04-23,5070.5498046875,3751400000,15.6899995803833,45.67279979160902,1.0,-0.8498980637538988
2024-04-24,5071.6298828125,3656740000,15.970000267028809,45.80445157303,1.0,-0.8346183579698389
2024-04-25,5048.419921875,3958050000,15.369999885559082,43.37211357159642,1.0,-0.8113419833628708
2024-04-26,5099.9599609375,3604140000,15.029999732971191,49.75300491635394,1.0,-0.8016858160641566
2024-04-29,5116.169921875,3447450000,14.670000076293945,51.60021519301873,1.0,-0.8142876055996837
2024-04-30,5035.68994140625,4082470000,15.649999618530273,43.12377356554489,1.0,-0.8210573881084203
2024-05-01,5018.39013671875,4544170000,15.390000343322754,41.54395251241471,1.0,-0.810439361304995
2024-05-02,5064.2001953125,4381660000,14.680000305175781,47.07325854027298,1.0,-0.8071598236995218
2024-05-03,5127.7900390625,3924990000,13.489999771118164,53.630023951256966,1.0,-0.8216790746013701
2024-05-06,5180.740234375,3683250000,13.489999771118164,58.26626718280319,1.0,-0.7994078682419417
2024-05-07,5187.7001953125,3987890000,13.229999542236328,58.848688074848546,1.0,-0.7998763050914451
2024-05-08,5187.669921875,3842100000,13.0,58.84484129149412,1.0,-0.7997848781870222
2024-05-09,5214.080078125,3727370000,12.6899995803833,61.22603679242055,1.0,-0.7997601988544205
2024-05-10,5222.68017578125,3617900000,12.550000190734863,61.997125452109515,1.0,-0.8029189249065969
2024-05-13,5221.419921875,4255710000,13.600000381469727,61.80316455320771,1.0,-0.7823736519534573
2024-05-14,5246.68017578125,4763580000,13.420000076293945,64.21947997409946,1.0,-0.7745154110249786
2024-05-15,5308.14990234375,4360810000,12.449999809265137,69.30768036729037,1.0,-0.7857874377100691
2024-05-16,5297.10009765625,3817470000,12.420000076293945,67.45080522933546,1.0,-0.7636667179169121
2024-05-17,5303.27001953125,3578120000,11.989999771118164,67.96687730628705,1.0,-0.775103304607746
2024-05-20,5308.1298828125,3420100000,12.149999618530273,68.39198252766315,1.0,-0.7855246705810873
2024-05-21,5321.41015625,3662240000,11.859999656677246,69.58000313977618,1.0,-0.7858871518574277
2024-05-22,5307.009765625,3847130000,12.289999961853027,66.65445118569147,1.0,-0.7772270558721035
2024-05-23,5267.83984375,3869520000,12.770000457763672,59.34521202143819,1.0,-0.7765346178055822
2024-05-24,5304.72021484375,3005510000,11.930000305175781,63.413326795972175,1.0,-0.7459837188967032
2024-05-28,5306.0400390625,3751540000,12.920000076293945,63.55387920750597,1.0,-0.6610943344444943
2024-05-29,5266.9501953125,3552750000,14.279999732971191,56.61656420192924,1.0,-0.7025107275876762
2024-05-30,5235.47998046875,3818750000,14.470000267028809,51.721679912941035,1.0,-0.717260625463762
2024-05-31,5277.509765625,5437160000,12.920000076293945,57.061076912219576,1.0,-0.7270166518209444
2024-06-03,5283.39990234375,4046920000,13.109999656677246,57.766021445828336,1.0,-0.7168397963785149
2024-06-04,5291.33984375,3707900000,13.15999984741211,58.749156625097314,1.0,-0.7048456718319216
2024-06-05,5354.02978515625,3591460000,12.630000114440918,65.56496039194953,1.0,-0.685682750515146
2024-06-06,5352.9599609375,3609990000,12.579999923706055,65.36647044027569,1.0,-0.6844833440182422
2024-06-07,5346.990234375,3692760000,12.220000267028809,64.19853579053597,1.0,-0.710612903437977
2024-06-10,5360.7900390625,3622280000,12.739999771118164,65.72317565411555,1.0,-0.7016001404442371
2024-06-11,5375.31982421875,3568030000,12.850000381469727,67.30208598267126,1.0,-0.698423919732114
2024-06-12,5421.02978515625,3962840000,12.039999961853027,71.7160895621127,1.0,-0.6935204648272137
2024-06-13,5433.740234375,3530380000,11.9399995803833,72.81503503494756,1.0,-0.715930870045402
2024-06-14,5431.60009765625,3438650000,12.65999984741211,72.30561733440246,1.0,-0.7072341722376263
2024-06-17,5473.22998046875,3447840000,12.75,75.84557469356929,1.0,-0.6525058783102002
